account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A11,21,A32,A40,3763,A65,A74,2,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,906,male,single
A12,36,A32,A46,3711,A65,A73,2,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,907,male,married/previously_married
A14,15,A33,A41,3594,A61,A72,1,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,908,female,married/previously_married
A12,9,A32,A40,3195,A65,A73,1,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,909,female,married/previously_married
A14,36,A33,A43,4454,A61,A73,4,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1,910,female,married/previously_married
A12,24,A34,A42,4736,A61,A72,2,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,0,911,female,married/previously_married
A12,30,A32,A43,2991,A65,A75,2,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,912,female,married/previously_married
A14,11,A32,A49,2142,A64,A75,1,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1,913,male,married/previously_married
A11,24,A31,A49,3161,A61,A73,4,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,0,914,male,single
A12,48,A30,A410,18424,A61,A73,1,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,0,915,female,married/previously_married
A14,10,A32,A41,2848,A62,A73,1,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,1,916,male,single
A11,6,A32,A40,14896,A61,A75,1,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,0,917,male,single
A11,24,A32,A42,2359,A62,A71,1,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,0,918,male,married/previously_married
A11,24,A32,A42,3345,A61,A75,4,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,0,919,male,single
A14,18,A34,A42,1817,A61,A73,4,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,1,920,female,married/previously_married
A14,48,A33,A43,12749,A63,A74,4,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,921,male,single
A11,9,A32,A43,1366,A61,A72,3,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,0,922,female,married/previously_married
A12,12,A32,A40,2002,A61,A74,3,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1,923,male,single
A11,24,A31,A42,6872,A61,A72,2,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,0,924,male,married/previously_married
A11,12,A31,A40,697,A61,A72,4,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,0,925,male,single
A11,18,A34,A42,1049,A61,A72,4,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,1,926,female,married/previously_married
A11,48,A32,A41,10297,A61,A74,4,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,0,927,male,single
A14,30,A32,A43,1867,A65,A75,4,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,928,male,single
A11,12,A33,A40,1344,A61,A73,4,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,1,929,male,single
A11,24,A32,A42,1747,A61,A72,4,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,1,930,male,single
A12,9,A32,A43,1670,A61,A72,4,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,0,931,female,married/previously_married
A14,9,A34,A40,1224,A61,A73,3,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,932,male,single
A14,12,A34,A43,522,A63,A75,4,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,1,933,male,single
A11,12,A32,A43,1498,A61,A73,4,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1,934,female,married/previously_married
A12,30,A33,A43,1919,A62,A72,4,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,0,935,male,single
A13,9,A32,A43,745,A61,A73,3,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,0,936,female,married/previously_married
A12,6,A32,A43,2063,A61,A72,4,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1,937,male,married/previously_married
A12,60,A32,A46,6288,A61,A73,4,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,0,938,male,single
A14,24,A34,A41,6842,A65,A73,2,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1,939,male,single
A14,12,A32,A40,3527,A65,A72,2,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,1,940,male,single
A14,10,A32,A40,1546,A61,A73,3,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1,941,male,single
A14,24,A32,A42,929,A65,A74,4,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,1,942,male,single
A14,4,A34,A40,1455,A61,A74,2,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,943,male,single
A11,15,A32,A42,1845,A61,A72,4,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,1,944,female,married/previously_married
A12,48,A30,A40,8358,A63,A72,1,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,945,female,married/previously_married
A11,24,A31,A42,3349,A63,A72,4,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,0,946,male,single
A14,12,A32,A40,2859,A65,A71,4,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,947,male,single
A14,18,A32,A42,1533,A61,A72,4,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,0,948,male,married/previously_married
A14,24,A32,A43,3621,A62,A75,2,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,0,949,male,single
A12,18,A34,A49,3590,A61,A71,3,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,1,950,male,married/previously_married
A11,36,A33,A49,2145,A61,A74,2,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,0,951,male,single
A12,24,A32,A41,4113,A63,A72,3,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,0,952,female,married/previously_married
A14,36,A32,A42,10974,A61,A71,4,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,0,953,female,married/previously_married
A11,12,A32,A40,1893,A61,A73,4,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,954,female,married/previously_married
A11,24,A34,A43,1231,A64,A75,4,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1,955,female,married/previously_married
A13,30,A34,A43,3656,A65,A75,4,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1,956,male,single
A12,9,A34,A43,1154,A61,A75,2,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,957,male,single
A11,28,A32,A40,4006,A61,A73,3,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,0,958,male,single
A12,24,A32,A42,3069,A62,A75,4,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1,959,male,single
A14,6,A34,A43,1740,A61,A75,2,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,1,960,male,married/previously_married
A12,21,A33,A40,2353,A61,A73,1,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1,961,male,married/previously_married
A14,15,A32,A40,3556,A65,A73,3,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,962,male,single
A14,24,A32,A43,2397,A63,A75,3,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,0,963,male,single
A12,6,A32,A45,454,A61,A72,3,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,1,964,male,married/previously_married
A12,30,A32,A43,1715,A65,A73,4,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,965,female,married/previously_married
A12,27,A34,A43,2520,A63,A73,4,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,0,966,male,single
A14,15,A32,A43,3568,A61,A75,4,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,1,967,female,married/previously_married
A14,42,A32,A43,7166,A65,A74,2,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,968,male,married/previously_married
A11,11,A34,A40,3939,A61,A73,1,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,969,male,single
A12,15,A32,A45,1514,A62,A73,4,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1,970,male,single
A14,24,A32,A40,7393,A61,A73,1,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,971,male,single
A11,24,A31,A40,1193,A61,A71,1,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,0,972,female,married/previously_married
A11,60,A32,A49,7297,A61,A75,4,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,0,973,male,single
A14,30,A34,A43,2831,A61,A73,4,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,974,female,married/previously_married
A13,24,A32,A43,1258,A63,A73,3,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1,975,female,married/previously_married
A12,6,A32,A43,753,A61,A73,2,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,976,female,married/previously_married
A12,18,A33,A49,2427,A65,A75,4,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,977,male,single
A14,24,A33,A40,2538,A61,A75,4,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,0,978,male,single
A12,15,A31,A40,1264,A62,A73,2,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,0,979,male,married/previously_married
A12,30,A34,A42,8386,A61,A74,2,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,0,980,male,single
A14,48,A32,A49,4844,A61,A71,3,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,0,981,male,single
A13,21,A32,A40,2923,A62,A73,1,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,1,982,female,married/previously_married
A11,36,A32,A41,8229,A61,A73,2,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,0,983,male,single
A14,24,A34,A42,2028,A61,A74,2,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,1,984,male,single
A11,15,A34,A42,1433,A61,A73,4,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,985,female,married/previously_married
A13,42,A30,A49,6289,A61,A72,2,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1,986,male,married/previously_married
A14,13,A32,A43,1409,A62,A71,2,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,987,female,married/previously_married
A11,24,A32,A41,6579,A61,A71,4,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1,988,male,single
A12,24,A34,A43,1743,A61,A75,4,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,989,male,single
A14,12,A34,A46,3565,A65,A72,2,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,990,male,single
A14,15,A31,A43,1569,A62,A75,4,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1,991,male,single
A11,18,A32,A43,1936,A65,A74,2,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,1,992,male,married/previously_married
A11,36,A32,A42,3959,A61,A71,4,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,993,male,single
A14,12,A32,A40,2390,A65,A75,4,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,1,994,male,single
A14,12,A32,A42,1736,A61,A74,3,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,1,995,female,married/previously_married
A11,30,A32,A41,3857,A61,A73,4,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1,996,male,married/previously_married
A14,12,A32,A43,804,A61,A75,4,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,1,997,male,single
A11,45,A32,A43,1845,A61,A73,4,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,998,male,single
A12,45,A34,A41,4576,A62,A71,3,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,999,male,single
